time	V(n002)	V(n003)
3.466943359374978e+00	2.667447e+00	5.070865e+00
3.476806640624978e+00	2.740881e+00	4.875737e+00
3.486669921874978e+00	2.810130e+00	4.686844e+00
3.496533203124978e+00	2.874928e+00	4.504913e+00
3.506396484374978e+00	2.935026e+00	4.330642e+00
3.516259765624978e+00	2.990193e+00	4.164701e+00
3.526123046874978e+00	3.040218e+00	4.007725e+00
3.535986328124978e+00	3.084907e+00	3.860317e+00
3.545849609374978e+00	3.124090e+00	3.723045e+00
3.555712890624978e+00	3.157616e+00	3.596435e+00
3.565576171874977e+00	3.185357e+00	3.480973e+00
3.575439453124977e+00	3.207205e+00	3.377102e+00
3.585302734374977e+00	3.223077e+00	3.285221e+00
3.595166015624977e+00	3.232911e+00	3.205683e+00
3.605029296874977e+00	3.236671e+00	3.138793e+00
3.614892578124977e+00	3.234341e+00	3.084807e+00
3.624755859374977e+00	3.225931e+00	3.043935e+00
3.634619140624977e+00	3.211472e+00	3.016331e+00
3.644482421874977e+00	3.191020e+00	3.002103e+00
3.654345703124977e+00	3.164654e+00	3.001305e+00
3.664208984374977e+00	3.132475e+00	3.013939e+00
3.674072265624976e+00	3.094607e+00	3.039958e+00
3.683935546874976e+00	3.051193e+00	3.079261e+00
3.693798828124976e+00	3.002403e+00	3.131698e+00
3.703662109374976e+00	2.948421e+00	3.197067e+00
3.713525390624976e+00	2.889457e+00	3.275118e+00
3.723388671874976e+00	2.825736e+00	3.365550e+00
3.733251953124976e+00	2.757503e+00	3.468017e+00
3.743115234374976e+00	2.685019e+00	3.582124e+00
3.752978515624976e+00	2.608564e+00	3.707435e+00
3.762841796874976e+00	2.528430e+00	3.843467e+00
3.772705078124976e+00	2.444925e+00	3.989699e+00
3.782568359374975e+00	2.358369e+00	4.145568e+00
3.792431640624975e+00	2.269096e+00	4.310478e+00
3.802294921874975e+00	2.177448e+00	4.483794e+00
3.822021484374975e+00	1.988440e+00	4.852953e+00
3.841748046874975e+00	1.794246e+00	5.247383e+00
3.871337890624975e+00	1.499759e+00	5.873089e+00
3.891064453124975e+00	1.305696e+00	6.303600e+00
3.910791015624975e+00	1.116920e+00	6.737125e+00
3.930517578124976e+00	9.363294e-01	7.167012e+00
3.950244140624977e+00	7.666934e-01	7.586664e+00
3.960107421874977e+00	6.868045e-01	7.790632e+00
3.969970703124977e+00	6.106150e-01	7.989645e+00
3.979833984374978e+00	5.384172e-01	8.182938e+00
3.989697265624978e+00	4.704885e-01	8.369769e+00
3.999560546874978e+00	4.070896e-01	8.549422e+00
4.009423828124979e+00	3.484639e-01	8.721207e+00
4.019287109374980e+00	2.948364e-01	8.884462e+00
4.029150390624980e+00	2.464131e-01	9.038564e+00
4.039013671874980e+00	2.033798e-01	9.182919e+00
4.048876953124981e+00	1.659017e-01	9.316973e+00
4.058740234374981e+00	1.341227e-01	9.440211e+00
4.068603515624981e+00	1.081648e-01	9.552160e+00
4.078466796874982e+00	8.812767e-02	9.652392e+00
4.088330078124982e+00	7.408816e-02	9.740520e+00
